date_received,Link to complaint,action_taken,Country of Origin
2023-01-16T00:00:00.000Z,https://lumendatabase.org/notices/30333519,Yes,Turkey
2023-01-17T00:00:00.000Z,https://lumendatabase.org/notices/30351076,Yes,Turkey
2023-01-17T00:00:00.000Z,https://lumendatabase.org/notices/30346558,Yes,Turkey
2023-01-17T00:00:00.000Z,https://lumendatabase.org/notices/30335148,Yes,Turkey
2023-01-17T00:00:00.000Z,https://lumendatabase.org/notices/30338871,Yes,Turkey
2023-01-17T00:00:00.000Z,https://lumendatabase.org/notices/30338987,Partial,Turkey
2023-01-17T00:00:00.000Z,https://lumendatabase.org/notices/30340744,Partial,Turkey
2023-01-18T00:00:00.000Z,https://lumendatabase.org/notices/30347380,Yes,Germany
2023-01-18T00:00:00.000Z,https://lumendatabase.org/notices/30515246,Yes,India
2023-01-18T00:00:00.000Z,https://lumendatabase.org/notices/30361508,Yes,Turkey
2023-01-18T00:00:00.000Z,https://lumendatabase.org/notices/30350510,Yes,Turkey
2023-01-19T00:00:00.000Z,https://lumendatabase.org/notices/30362816,Yes,Germany
2023-01-19T00:00:00.000Z,https://lumendatabase.org/notices/30363532,Yes,Germany
2023-01-19T00:00:00.000Z,https://lumendatabase.org/notices/30362783,Yes,Germany
2023-01-19T00:00:00.000Z,https://lumendatabase.org/notices/30362801,Yes,Germany
2023-01-19T00:00:00.000Z,https://lumendatabase.org/notices/30362807,Yes,Germany
2023-01-19T00:00:00.000Z,https://lumendatabase.org/notices/30361100,Yes,Turkey
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30375000,Yes,Germany
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30375060,Yes,Germany
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30374523,Yes,Germany
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30374679,Yes,Germany
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30374923,Yes,Germany
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30390604,Yes,India
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30657105,Partial,Korea
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30375002,Yes,Turkey
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30377789,Yes,Turkey
2023-01-20T00:00:00.000Z,https://lumendatabase.org/notices/30374935,Yes,Turkey
2023-01-23T00:00:00.000Z,https://lumendatabase.org/notices/30420621,Yes,India
2023-01-23T00:00:00.000Z,https://lumendatabase.org/notices/30412511,Yes,Turkey
2023-01-24T00:00:00.000Z,https://lumendatabase.org/notices/32749662,Yes,India
2023-01-25T00:00:00.000Z,https://lumendatabase.org/notices/30437307,,Germany
2023-01-25T00:00:00.000Z,https://lumendatabase.org/notices/30437327,Yes,Germany
2023-01-25T00:00:00.000Z,https://lumendatabase.org/notices/30437341,Yes,Germany
2023-01-25T00:00:00.000Z,https://lumendatabase.org/notices/30437348,Yes,Germany
2023-01-25T00:00:00.000Z,https://lumendatabase.org/notices/30439783,Partial,Turkey
2023-01-25T00:00:00.000Z,https://lumendatabase.org/notices/30437819,Partial,Turkey
2023-01-25T00:00:00.000Z,https://lumendatabase.org/notices/30441951,Yes,Turkey
2023-01-25T00:00:00.000Z,https://lumendatabase.org/notices/30440971,Yes,Turkey
2023-01-25T00:00:00.000Z,https://lumendatabase.org/notices/30442077,,UAE
2023-01-26T00:00:00.000Z,https://lumendatabase.org/notices/30451672,Yes,Germany
2023-01-26T00:00:00.000Z,https://lumendatabase.org/notices/30451698,Yes,Germany
2023-01-26T00:00:00.000Z,https://lumendatabase.org/notices/30451382,Yes,Germany
2023-01-26T00:00:00.000Z,https://lumendatabase.org/notices/30451434,Yes,Germany
2023-01-26T00:00:00.000Z,https://lumendatabase.org/notices/30451495,Yes,Germany
2023-01-26T00:00:00.000Z,https://lumendatabase.org/notices/30451562,Yes,Germany
2023-01-26T00:00:00.000Z,https://lumendatabase.org/notices/30451633,Yes,Germany
2023-01-26T00:00:00.000Z,https://lumendatabase.org/notices/30456609,Yes,Germany
2023-01-26T00:00:00.000Z,https://lumendatabase.org/notices/30456609,Yes,Germany
2023-01-27T00:00:00.000Z,https://lumendatabase.org/notices/30466163,Yes,Germany
2023-01-27T00:00:00.000Z,https://lumendatabase.org/notices/30505691,Yes,Turkey
2023-01-27T00:00:00.000Z,https://lumendatabase.org/notices/30505723,Partial,Turkey
2023-01-28T00:00:00.000Z,https://lumendatabase.org/notices/30481859,Yes,Turkey
2023-01-29T00:00:00.000Z,https://lumendatabase.org/notices/30494416,Yes,Turkey
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30512808,Yes,Germany
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30512839,Yes,Germany
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30515620,Yes,Germany
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30515624,Yes,Germany
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30515625,Yes,Germany
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30512773,Yes,Germany
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30512855,Yes,Germany
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30509198,Yes,Germany
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30515626,Yes,Pakistan
2023-01-30T00:00:00.000Z,https://lumendatabase.org/notices/30508801,Yes,UAE
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30519794,Yes,Germany
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30519796,Yes,Germany
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30519799,Yes,Germany
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30519802,Yes,Germany
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30519807,Yes,Germany
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30519810,Yes,Germany
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30519790,Yes,Germany
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30547956,Yes,Turkey
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30548546,Yes,Turkey
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30549038,Yes,Turkey
2023-01-31T00:00:00.000Z,https://lumendatabase.org/notices/30525970,Partial,Turkey
2023-02-01T00:00:00.000Z,https://lumendatabase.org/notices/30542574,Yes,Germany
2023-02-01T00:00:00.000Z,https://lumendatabase.org/notices/30537119,Partial,Pakistan
2023-02-01T00:00:00.000Z,https://lumendatabase.org/notices/30536994,Yes,Turkey
2023-02-01T00:00:00.000Z,https://lumendatabase.org/notices/30547896,Yes,Turkey
2023-02-02T00:00:00.000Z,https://lumendatabase.org/notices/30549177,Yes,Germany
2023-02-02T00:00:00.000Z,https://lumendatabase.org/notices/30550792,Yes,India
2023-02-02T00:00:00.000Z,https://lumendatabase.org/notices/30544431,Yes,Japan
2023-02-02T00:00:00.000Z,https://lumendatabase.org/notices/30594260,Yes,Turkey
2023-02-02T00:00:00.000Z,https://lumendatabase.org/notices/30594262,Yes,Turkey
2023-02-02T00:00:00.000Z,https://lumendatabase.org/notices/30551994,Yes,Turkey
2023-02-03T00:00:00.000Z,https://lumendatabase.org/notices/30574668,Yes,Indonesia
2023-02-04T00:00:00.000Z,https://lumendatabase.org/notices/30578344,Partial,Indonesia
2023-02-06T00:00:00.000Z,https://lumendatabase.org/notices/32863082,Partial,Korea
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30622996,Yes,Germany
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30622997,Yes,Germany
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30622999,Yes,Germany
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30623001,Yes,Germany
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30623003,Yes,Germany
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30623008,Yes,Germany
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30627558,Yes,Germany
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30627573,Yes,Germany
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30622926,Yes,Indonesia
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30624070,Yes,Pakistan
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30622998,Yes,Turkey
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30625188,Partial,Turkey
2023-02-07T00:00:00.000Z,https://lumendatabase.org/notices/30633469,Yes,Turkey
2023-02-08T00:00:00.000Z,https://lumendatabase.org/notices/30647134,Yes,France
2023-02-08T00:00:00.000Z,https://lumendatabase.org/notices/30641920,Yes,Germany
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30657265,Yes,Germany
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30653166,Partial,Indonesia
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30700298,Yes,Turkey
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30700315,Yes,Turkey
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30700989,Yes,Turkey
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30665148,Yes,Turkey
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30663593,Partial,Turkey
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30663638,Yes,Turkey
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30699016,Yes,Turkey
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30700159,Yes,Turkey
2023-02-09T00:00:00.000Z,https://lumendatabase.org/notices/30699029,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30674750,Yes,France
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30672340,Yes,France
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30674997,Yes,Germany
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30738532,Yes,India
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30673455,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30673588,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30681079,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30681182,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30681507,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30681975,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30682255,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30675995,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30673415,Yes,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30677286,Partial,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30676765,Partial,Turkey
2023-02-10T00:00:00.000Z,https://lumendatabase.org/notices/30677903,Partial,Turkey
2023-02-11T00:00:00.000Z,https://lumendatabase.org/notices/30683501,Yes,Indonesia
2023-02-11T00:00:00.000Z,https://lumendatabase.org/notices/30683508,Yes,Indonesia
2023-02-12T00:00:00.000Z,https://lumendatabase.org/notices/30699632,Yes,Germany
2023-02-12T00:00:00.000Z,https://lumendatabase.org/notices/30699843,Yes,Germany
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30711808,Yes,Germany
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30727474,Yes,Germany
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30717108,Yes,Turkey
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30717357,Yes,Turkey
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30717368,Yes,Turkey
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30717065,Yes,Turkey
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30717356,Yes,Turkey
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30717408,Yes,Turkey
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30717410,Yes,Turkey
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30742512,Yes,Turkey
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30717435,Partial,Turkey
2023-02-13T00:00:00.000Z,https://lumendatabase.org/notices/30718537,Partial,Turkey
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30727376,Yes,France
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30727436,Yes,France
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30727516,Yes,France
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30727627,Yes,France
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30727664,Yes,France
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30727695,Yes,France
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30727718,Yes,France
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30741295,Yes,Germany
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30734667,Yes,Germany
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30734675,Yes,Germany
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30734702,Yes,Germany
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30734763,Yes,Germany
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30734825,Yes,Germany
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30728149,Yes,Turkey
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30728167,Yes,Turkey
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30736970,Partial,Turkey
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30730828,Yes,Turkey
2023-02-14T00:00:00.000Z,https://lumendatabase.org/notices/30730981,Yes,Turkey
2023-02-15T00:00:00.000Z,https://lumendatabase.org/notices/30758081,Yes,Germany
2023-02-15T00:00:00.000Z,https://lumendatabase.org/notices/30740684,Partial,Indonesia
2023-02-15T00:00:00.000Z,https://lumendatabase.org/notices/30739715,Yes,Indonesia
2023-02-15T00:00:00.000Z,https://lumendatabase.org/notices/32615110,Partial,Turkey
2023-02-15T00:00:00.000Z,https://lumendatabase.org/notices/32615763,Yes,Turkey
2023-02-15T00:00:00.000Z,https://lumendatabase.org/notices/30745265,Yes,Turkey
2023-02-15T00:00:00.000Z,https://lumendatabase.org/notices/32616976,Yes,Turkey
2023-02-15T00:00:00.000Z,https://lumendatabase.org/notices/32617065,Yes,Turkey
2023-02-15T00:00:00.000Z,https://lumendatabase.org/notices/30747443,Yes,Turkey
2023-02-16T00:00:00.000Z,https://lumendatabase.org/notices/32680900,Yes,India
2023-02-16T00:00:00.000Z,https://lumendatabase.org/notices/32630383,Partial,India
2023-02-16T00:00:00.000Z,https://lumendatabase.org/notices/30769911,Yes,Korea
2023-02-16T00:00:00.000Z,https://lumendatabase.org/notices/30759895,Yes,UAE
2023-02-17T00:00:00.000Z,https://lumendatabase.org/notices/32950649,Yes,India
2023-02-17T00:00:00.000Z,https://lumendatabase.org/notices/30772245,Yes,Japan
2023-02-17T00:00:00.000Z,https://lumendatabase.org/notices/30777237,Yes,Turkey
2023-02-17T00:00:00.000Z,https://lumendatabase.org/notices/32617342,Yes,Turkey
2023-02-17T00:00:00.000Z,https://lumendatabase.org/notices/32617394,Yes,Turkey
2023-02-17T00:00:00.000Z,https://lumendatabase.org/notices/32617824,Yes,Turkey
2023-02-18T00:00:00.000Z,https://lumendatabase.org/notices/31379170,Yes,Germany
2023-02-20T00:00:00.000Z,https://lumendatabase.org/notices/32634442,Yes,UAE
2023-02-21T00:00:00.000Z,https://lumendatabase.org/notices/32647960,Yes,Germany
2023-02-21T00:00:00.000Z,https://lumendatabase.org/notices/32646461,Yes,Germany
2023-02-21T00:00:00.000Z,https://lumendatabase.org/notices/32646690,Yes,Turkey
2023-02-21T00:00:00.000Z,https://lumendatabase.org/notices/32646692,Yes,Turkey
2023-02-21T00:00:00.000Z,https://lumendatabase.org/notices/32723197,Yes,Turkey
2023-02-21T00:00:00.000Z,https://lumendatabase.org/notices/32723293,Yes,Turkey
2023-02-21T00:00:00.000Z,https://lumendatabase.org/notices/32722302,Yes,Turkey
2023-02-21T00:00:00.000Z,https://lumendatabase.org/notices/32722304,Yes,Turkey
2023-02-21T00:00:00.000Z,https://lumendatabase.org/notices/32650729,Yes,Turkey
2023-02-22T00:00:00.000Z,https://lumendatabase.org/notices/32669642,Yes,Germany
2023-02-22T00:00:00.000Z,https://lumendatabase.org/notices/32669596,Yes,Germany
2023-02-22T00:00:00.000Z,https://lumendatabase.org/notices/32656218,Partial,Japan
2023-02-22T00:00:00.000Z,https://lumendatabase.org/notices/32657850,Yes,Japan
2023-02-22T00:00:00.000Z,https://lumendatabase.org/notices/32658092,Yes,Japan
2023-02-22T00:00:00.000Z,https://lumendatabase.org/notices/32661668,Partial,Turkey
2023-02-22T00:00:00.000Z,https://lumendatabase.org/notices/32762169,Yes,Turkey
2023-02-24T00:00:00.000Z,https://lumendatabase.org/notices/32811054,Yes,India
2023-02-24T00:00:00.000Z,https://lumendatabase.org/notices/32689942,Yes,Turkey
2023-02-24T00:00:00.000Z,https://lumendatabase.org/notices/32936083,Yes,Unknown
2023-02-24T00:00:00.000Z,https://lumendatabase.org/notices/32716014,Yes,Unknown
2023-02-25T00:00:00.000Z,https://lumendatabase.org/notices/32749449,Yes,Turkey
2023-02-26T00:00:00.000Z,https://lumendatabase.org/notices/32739297,Yes,Turkey
2023-02-27T00:00:00.000Z,https://lumendatabase.org/notices/32736326,Yes,India
2023-02-27T00:00:00.000Z,https://lumendatabase.org/notices/32733099,Yes,India
2023-02-27T00:00:00.000Z,https://lumendatabase.org/notices/33360320,Yes,India
2023-02-27T00:00:00.000Z,https://lumendatabase.org/notices/33360318,Yes,India
2023-02-28T00:00:00.000Z,https://lumendatabase.org/notices/32749767,Yes,France
2023-02-28T00:00:00.000Z,https://lumendatabase.org/notices/32750029,Yes,France
2023-02-28T00:00:00.000Z,https://lumendatabase.org/notices/32750258,Yes,France
2023-02-28T00:00:00.000Z,https://lumendatabase.org/notices/32749212,Partial,Indonesia
2023-02-28T00:00:00.000Z,https://lumendatabase.org/notices/32749263,Yes,Indonesia
2023-02-28T00:00:00.000Z,https://lumendatabase.org/notices/32755771,Yes,Turkey
2023-02-28T00:00:00.000Z,https://lumendatabase.org/notices/32753116,Partial,Turkey
2023-02-28T00:00:00.000Z,https://lumendatabase.org/notices/32755664,Yes,Turkey
2023-02-28T00:00:00.000Z,https://lumendatabase.org/notices/32756087,Yes,Turkey
2023-03-01T00:00:00.000Z,https://lumendatabase.org/notices/32762912,Yes,Germany
2023-03-01T00:00:00.000Z,https://lumendatabase.org/notices/32763127,Yes,Germany
2023-03-01T00:00:00.000Z,https://lumendatabase.org/notices/32763283,Yes,Germany
2023-03-01T00:00:00.000Z,https://lumendatabase.org/notices/32763591,Yes,Germany
2023-03-01T00:00:00.000Z,https://lumendatabase.org/notices/32763818,Yes,Germany
2023-03-01T00:00:00.000Z,https://lumendatabase.org/notices/32763863,Yes,Germany
2023-03-01T00:00:00.000Z,https://lumendatabase.org/notices/32766178,Yes,Germany
2023-03-01T00:00:00.000Z,https://lumendatabase.org/notices/32864668,Yes,India
2023-03-01T00:00:00.000Z,https://lumendatabase.org/notices/32764093,Yes,Turkey
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777899,Yes,France
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777841,Yes,Germany
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777889,Yes,Germany
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777896,Yes,Germany
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777902,Yes,Germany
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777904,Yes,Germany
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777911,Yes,Germany
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777916,Yes,Germany
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777921,Yes,Germany
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32777922,Yes,Germany
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32773554,Partial,Indonesia
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32773554,Partial,Indonesia
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/33119107,Yes,Korea
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/33119107,Yes,Korea
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32775383,Partial,Turkey
2023-03-02T00:00:00.000Z,https://lumendatabase.org/notices/32775616,Partial,Turkey
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32788967,Yes,Germany
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32788976,Yes,Germany
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32788988,Yes,Germany
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32789029,Yes,Germany
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32789085,Yes,Germany
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32789130,Yes,Germany
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32789138,Yes,Germany
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32794036,Yes,Germany
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32788256,Partial,Turkey
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32796660,Partial,Turkey
2023-03-03T00:00:00.000Z,https://lumendatabase.org/notices/32796961,Yes,Turkey
2023-03-04T00:00:00.000Z,https://lumendatabase.org/notices/32803984,Yes,Turkey
2023-03-04T00:00:00.000Z,https://lumendatabase.org/notices/32805336,,Turkey
2023-03-05T00:00:00.000Z,https://lumendatabase.org/notices/32817122,Yes,France
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32826639,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32826714,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32827002,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32827151,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32827205,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32826781,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32826870,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32826910,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32826945,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32825966,Yes,Germany
2023-03-06T00:00:00.000Z,https://lumendatabase.org/notices/32946951,Yes,India
2023-03-08T00:00:00.000Z,https://lumendatabase.org/notices/32877870,Yes,Germany
2023-03-08T00:00:00.000Z,https://lumendatabase.org/notices/33131319,Yes,Korea
2023-03-08T00:00:00.000Z,https://lumendatabase.org/notices/32880165,Yes,Turkey
2023-03-08T00:00:00.000Z,https://lumendatabase.org/notices/32881648,Partial,Turkey
2023-03-09T00:00:00.000Z,https://lumendatabase.org/notices/32958821,Yes,Korea
2023-03-09T00:00:00.000Z,https://lumendatabase.org/notices/32957645,Yes,Turkey
2023-03-09T00:00:00.000Z,https://lumendatabase.org/notices/32949846,Partial,Turkey
2023-03-09T00:00:00.000Z,https://lumendatabase.org/notices/32956829,Yes,Turkey
2023-03-09T00:00:00.000Z,https://lumendatabase.org/notices/32953783,Yes,Turkey
2023-03-09T00:00:00.000Z,https://lumendatabase.org/notices/32956240,Yes,Turkey
2023-03-09T00:00:00.000Z,https://lumendatabase.org/notices/32949845,Yes,Turkey
2023-03-10T00:00:00.000Z,https://lumendatabase.org/notices/32971336,Yes,Germany
2023-03-10T00:00:00.000Z,https://lumendatabase.org/notices/32997876,Yes,Germany
2023-03-10T00:00:00.000Z,https://lumendatabase.org/notices/32968852,Yes,Germany
2023-03-10T00:00:00.000Z,https://lumendatabase.org/notices/32999893,Partial,India
2023-03-10T00:00:00.000Z,https://lumendatabase.org/notices/32967815,Yes,Turkey
2023-03-10T00:00:00.000Z,https://lumendatabase.org/notices/32968851,Yes,Turkey
2023-03-10T00:00:00.000Z,https://lumendatabase.org/notices/32974013,Yes,Turkey
2023-03-12T00:00:00.000Z,https://lumendatabase.org/notices/32997877,Yes,Germany
2023-03-12T00:00:00.000Z,https://lumendatabase.org/notices/32997893,Yes,Germany
2023-03-12T00:00:00.000Z,https://lumendatabase.org/notices/32993861,Yes,Germany
2023-03-12T00:00:00.000Z,https://lumendatabase.org/notices/32995988,Yes,Korea
2023-03-13T00:00:00.000Z,https://lumendatabase.org/notices/33075403,Yes,India
2023-03-13T00:00:00.000Z,https://lumendatabase.org/notices/33003973,Partial,Turkey
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33021637,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33021635,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33021879,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33022372,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33022231,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33022371,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33022370,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33021699,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33022373,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33022085,Yes,Germany
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33018488,Partial,Indonesia
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33026109,Yes,Turkey
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33022757,Yes,Turkey
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33025578,Partial,Turkey
2023-03-14T00:00:00.000Z,https://lumendatabase.org/notices/33026101,Yes,Turkey
2023-03-15T00:00:00.000Z,https://lumendatabase.org/notices/33034658,Yes,Germany
2023-03-15T00:00:00.000Z,https://lumendatabase.org/notices/33034656,Yes,Germany
2023-03-15T00:00:00.000Z,https://lumendatabase.org/notices/33040931,Partial,Turkey
2023-03-16T00:00:00.000Z,https://lumendatabase.org/notices/33051354,Yes,France
2023-03-16T00:00:00.000Z,https://lumendatabase.org/notices/33051358,Yes,Germany
2023-03-16T00:00:00.000Z,https://lumendatabase.org/notices/33067610,Yes,Germany
2023-03-16T00:00:00.000Z,https://lumendatabase.org/notices/33062896,Yes,India
2023-03-16T00:00:00.000Z,https://lumendatabase.org/notices/33053936,Yes,Turkey
2023-03-17T00:00:00.000Z,https://lumendatabase.org/notices/33067616,Yes,Germany
2023-03-17T00:00:00.000Z,https://lumendatabase.org/notices/33067620,Yes,Germany
2023-03-17T00:00:00.000Z,https://lumendatabase.org/notices/33067623,Yes,Germany
2023-03-17T00:00:00.000Z,https://lumendatabase.org/notices/33067612,Yes,Germany
2023-03-17T00:00:00.000Z,https://lumendatabase.org/notices/33067615,Yes,Germany
2023-03-17T00:00:00.000Z,https://lumendatabase.org/notices/33064989,Partial,Indonesia
2023-03-17T00:00:00.000Z,https://lumendatabase.org/notices/33133466,Yes,Korea
