date_received,Link to complaint,action_taken,Country of Origin
2023-03-17T00:00:00.000Z,https://lumendatabase.org/notices/33070244,Partial,Turkey
2023-03-18T00:00:00.000Z,https://lumendatabase.org/notices/33077843,Yes,Turkey
2023-03-18T00:00:00.000Z,https://lumendatabase.org/notices/33078613,Yes,Turkey
2023-03-19T00:00:00.000Z,https://lumendatabase.org/notices/33116718,Yes,India
2023-03-20T00:00:00.000Z,https://lumendatabase.org/notices/33090955,Yes,Germany
2023-03-20T00:00:00.000Z,https://lumendatabase.org/notices/33090958,Yes,Germany
2023-03-20T00:00:00.000Z,https://lumendatabase.org/notices/33090961,Yes,Germany
2023-03-20T00:00:00.000Z,https://lumendatabase.org/notices/33091016,Yes,Germany
2023-03-20T00:00:00.000Z,https://lumendatabase.org/notices/33091158,Yes,Germany
2023-03-20T00:00:00.000Z,https://lumendatabase.org/notices/33091784,Partial,Turkey
2023-03-20T00:00:00.000Z,https://lumendatabase.org/notices/33092557,Partial,Turkey
2023-03-20T00:00:00.000Z,https://lumendatabase.org/notices/33092912,Partial,Turkey
2023-03-21T00:00:00.000Z,https://lumendatabase.org/notices/33107492,Yes,Germany
2023-03-21T00:00:00.000Z,https://lumendatabase.org/notices/33107494,Yes,Germany
2023-03-21T00:00:00.000Z,https://lumendatabase.org/notices/33107496,Yes,Germany
2023-03-21T00:00:00.000Z,https://lumendatabase.org/notices/33101659,Yes,Japan
2023-03-21T00:00:00.000Z,https://lumendatabase.org/notices/33101657,Yes,Japan
2023-03-21T00:00:00.000Z,https://lumendatabase.org/notices/33111163,Partial,Turkey
2023-03-21T00:00:00.000Z,https://lumendatabase.org/notices/33134882,Partial,Turkey
2023-03-22T00:00:00.000Z,https://lumendatabase.org/notices/33119271,Yes,Indonesia
2023-03-22T00:00:00.000Z,https://lumendatabase.org/notices/33120913,Yes,Turkey
2023-03-22T00:00:00.000Z,https://lumendatabase.org/notices/33120120,Partial,Turkey
2023-03-22T00:00:00.000Z,https://lumendatabase.org/notices/33122908,Yes,Turkey
2023-03-22T00:00:00.000Z,https://lumendatabase.org/notices/33120924,Yes,Turkey
2023-03-22T00:00:00.000Z,https://lumendatabase.org/notices/33121189,Yes,Turkey
2023-03-22T00:00:00.000Z,https://lumendatabase.org/notices/33120921,Yes,Turkey
2023-03-23T00:00:00.000Z,https://lumendatabase.org/notices/33135945,Yes,France
2023-03-23T00:00:00.000Z,https://lumendatabase.org/notices/33139655,Yes,Germany
2023-03-23T00:00:00.000Z,https://lumendatabase.org/notices/33136403,Yes,Germany
2023-03-23T00:00:00.000Z,https://lumendatabase.org/notices/33149148,Yes,India
2023-03-23T00:00:00.000Z,https://lumendatabase.org/notices/33137885,Yes,Turkey
2023-03-23T00:00:00.000Z,https://lumendatabase.org/notices/33145368,Partial,Turkey
2023-03-23T00:00:00.000Z,https://lumendatabase.org/notices/33145145,Yes,Turkey
2023-03-24T00:00:00.000Z,https://lumendatabase.org/notices/33166665,Yes,India
2023-03-24T00:00:00.000Z,https://lumendatabase.org/notices/33216059,Yes,India
2023-03-24T00:00:00.000Z,https://lumendatabase.org/notices/33154287,Yes,Turkey
2023-03-24T00:00:00.000Z,https://lumendatabase.org/notices/33156552,Yes,Turkey
2023-03-27T00:00:00.000Z,https://lumendatabase.org/notices/33202819,Partial,Brazil
2023-03-27T00:00:00.000Z,https://lumendatabase.org/notices/33194156,Yes,Germany
2023-03-28T00:00:00.000Z,https://lumendatabase.org/notices/33225150,Partial,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33235821,Yes,Australia
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33231171,Yes,France
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33236153,Yes,Germany
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33236556,Yes,Germany
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33259907,Yes,India
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33243550,Yes,India
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33232695,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33234885,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33231948,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33231957,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33231959,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33231960,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33232650,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33232691,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33231951,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33231953,Yes,Turkey
2023-03-29T00:00:00.000Z,https://lumendatabase.org/notices/33230687,Yes,Turkey
2023-03-30T00:00:00.000Z,https://lumendatabase.org/notices/33246235,Yes,Australia
2023-03-30T00:00:00.000Z,https://lumendatabase.org/notices/33246305,Yes,Australia
2023-03-30T00:00:00.000Z,https://lumendatabase.org/notices/33291657,Partial,Germany
2023-03-30T00:00:00.000Z,https://lumendatabase.org/notices/33243991,Yes,India
2023-03-31T00:00:00.000Z,https://lumendatabase.org/notices/33262941,Yes,Germany
2023-03-31T00:00:00.000Z,https://lumendatabase.org/notices/33264391,Yes,India
2023-03-31T00:00:00.000Z,https://lumendatabase.org/notices/33262201,Partial,Turkey
2023-03-31T00:00:00.000Z,https://lumendatabase.org/notices/33262208,Yes,Turkey
2023-03-31T00:00:00.000Z,https://lumendatabase.org/notices/33261689,Partial,Turkey
2023-04-01T00:00:00.000Z,https://lumendatabase.org/notices/33279521,Yes,Australia
2023-04-01T00:00:00.000Z,https://lumendatabase.org/notices/33340404,Yes,India
2023-04-01T00:00:00.000Z,https://lumendatabase.org/notices/33289014,Yes,India
2023-04-01T00:00:00.000Z,https://lumendatabase.org/notices/33276917,Yes,Indonesia
2023-04-01T00:00:00.000Z,https://lumendatabase.org/notices/33276922,Yes,Indonesia
2023-04-01T00:00:00.000Z,https://lumendatabase.org/notices/33283494,Yes,Turkey
2023-04-02T00:00:00.000Z,https://lumendatabase.org/notices/33339451,Yes,India
2023-04-03T00:00:00.000Z,https://lumendatabase.org/notices/33308234,Yes,Germany
2023-04-03T00:00:00.000Z,https://lumendatabase.org/notices/33313299,Yes,India
2023-04-03T00:00:00.000Z,https://lumendatabase.org/notices/33304258,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33327975,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33403453,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33403452,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33401916,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33401921,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33402200,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33401908,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33401914,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33414944,Partial,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33400920,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33400922,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33401372,Partial,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33403990,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33400485,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33400921,Yes,Turkey
2023-04-04T00:00:00.000Z,https://lumendatabase.org/notices/33401533,Yes,Turkey
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33338508,Yes,France
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33340401,Yes,France
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33338510,Yes,France
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33338512,Yes,France
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33338518,Yes,France
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33338521,Yes,France
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33357717,Yes,Germany
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33343859,Yes,Germany
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33343992,Yes,Germany
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33343525,Yes,Germany
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33346271,Yes,India
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33334634,Partial,Indonesia
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33336620,Partial,Indonesia
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33339654,Yes,Japan
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33344415,Yes,Netherlands
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33338094,Yes,Pakistan
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33342062,Yes,Pakistan
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33414947,Partial,Pakistan
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33347944,Yes,Turkey
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33347948,Yes,Turkey
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33347953,Yes,Turkey
2023-04-05T00:00:00.000Z,https://lumendatabase.org/notices/33347956,Yes,Turkey
2023-04-06T00:00:00.000Z,https://lumendatabase.org/notices/33362711,Yes,India
2023-04-06T00:00:00.000Z,https://lumendatabase.org/notices/33368265,Yes,Turkey
2023-04-06T00:00:00.000Z,https://lumendatabase.org/notices/33368560,Yes,Turkey
2023-04-06T00:00:00.000Z,https://lumendatabase.org/notices/33368562,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33374944,Yes,France
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33371585,,Indonesia
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33371586,,Indonesia
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33377606,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378783,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33377040,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33377043,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33377574,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33379359,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378785,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378945,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33379343,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378788,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33376545,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33376545,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33377037,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33377715,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378179,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378174,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33381561,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33381563,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33381567,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33379930,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33379361,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378784,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33381573,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33381555,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33379358,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33375188,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33375210,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33376207,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33376411,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33376454,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378786,Partial,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378177,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33378178,Yes,Turkey
2023-04-07T00:00:00.000Z,https://lumendatabase.org/notices/33375828,Yes,UAE
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33388172,Yes,Japan
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33392427,Partial,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33389736,Partial,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33390321,Yes,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33389946,Yes,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33453317,Yes,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33453322,Yes,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33453873,Yes,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33391907,Yes,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33391927,Yes,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33393804,Yes,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33393918,Yes,Turkey
2023-04-08T00:00:00.000Z,https://lumendatabase.org/notices/33393247,Yes,Turkey
2023-04-09T00:00:00.000Z,https://lumendatabase.org/notices/33406186,Yes,India
2023-04-10T00:00:00.000Z,https://lumendatabase.org/notices/33444608,Yes,India
2023-04-10T00:00:00.000Z,https://lumendatabase.org/notices/33454340,Yes,Turkey
2023-04-10T00:00:00.000Z,https://lumendatabase.org/notices/33454343,Yes,Turkey
2023-04-11T00:00:00.000Z,https://lumendatabase.org/notices/33444277,Yes,India
2023-04-11T00:00:00.000Z,https://lumendatabase.org/notices/33440053,Yes,Turkey
2023-04-11T00:00:00.000Z,https://lumendatabase.org/notices/33435540,Yes,Turkey
2023-04-11T00:00:00.000Z,https://lumendatabase.org/notices/33434091,Yes,Turkey
2023-04-11T00:00:00.000Z,https://lumendatabase.org/notices/33434843,Yes,Turkey
2023-04-11T00:00:00.000Z,https://lumendatabase.org/notices/33439849,Yes,Turkey
2023-04-11T00:00:00.000Z,https://lumendatabase.org/notices/33454349,Yes,Turkey
2023-04-11T00:00:00.000Z,https://lumendatabase.org/notices/33435543,Yes,Turkey
2023-04-12T00:00:00.000Z,https://lumendatabase.org/notices/33454758,Yes,Germany
2023-04-12T00:00:00.000Z,https://lumendatabase.org/notices/33453320,Yes,Germany
2023-04-12T00:00:00.000Z,https://lumendatabase.org/notices/33461935,Yes,India
2023-04-12T00:00:00.000Z,https://lumendatabase.org/notices/33448289,Partial,Indonesia
2023-04-12T00:00:00.000Z,https://lumendatabase.org/notices/33456184,Partial,Turkey
2023-04-12T00:00:00.000Z,https://lumendatabase.org/notices/33451088,Partial,Turkey
2023-04-12T00:00:00.000Z,https://lumendatabase.org/notices/33462721,Yes,Turkey
2023-04-12T00:00:00.000Z,https://lumendatabase.org/notices/33460238,Yes,Turkey
2023-04-13T00:00:00.000Z,https://lumendatabase.org/notices/33463453,Yes,Germany
2023-04-13T00:00:00.000Z,https://lumendatabase.org/notices/33468952,Yes,Indonesia
